Sample	No	Stn	Individual	Initial depth	Final Depth	Year	Date	Long	Lat	Size	RFLP_diagnostic	Msat_diagnostic	Combined_diagnostic	EL696609	EL696609	EL585922	EL585922	EH666870	EH666870	EL773519	EL773519	EH666474	EH666474	EL773359	EL773359	FK868270	FK868270	FG632811	FG632811	FK670364	FK670364	FK867682	FK867682
Ech9	471	ST-308	48	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	291	300	168	170
Ech10	472	ST-323	1	700	0	2009	25-oct-09	-80.5	74.2	3.6	G	G	G	114	114	163	163	135	138	191	191	133	133	133	133	238	238	244	247	288	288	170	170
Ech10	473	ST-323	2	700	0	2009	25-oct-09	-80.5	74.2	3.6	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	282	285	170	170
Ech10	474	ST-323	3	700	0	2009	25-oct-09	-80.5	74.2	3.6	G	H	H	118	126	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	285	170	170
Ech10	475	ST-323	4	700	0	2009	25-oct-09	-80.5	74.2	3.7	G	G	G	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	285	170	170
Ech10	476	ST-323	5	700	0	2009	25-oct-09	-80.5	74.2	3.5	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	288	294	170	170
Ech10	477	ST-323	6	700	0	2009	25-oct-09	-80.5	74.2	3.7	G	G	G	114	114	163	163	135	141	191	197	133	133	133	133	238	238	247	247	285	288	168	170
Ech10	478	ST-323	7	700	0	2009	25-oct-09	-80.5	74.2	3.5	G	H	H	114	114	163	163	135	141	191	197	133	133	133	133	238	241	247	247	285	288	168	170
Ech10	479	ST-323	8	700	0	2009	25-oct-09	-80.5	74.2	4	G	G	G	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	306	170	170
Ech10	480	ST-323	9	700	0	2009	25-oct-09	-80.5	74.2	3.1	G	G	G	114	114	163	163	135	141	191	191	133	133	133	133	238	238	244	247	285	291	168	170
Ech10	481	ST-323	10	700	0	2009	25-oct-09	-80.5	74.2	3.1	G	G	G	114	114	163	163	135	141	191	197	133	133	133	133	238	238	244	247	288	294	168	170
Ech10	482	ST-323	11	700	0	2009	25-oct-09	-80.5	74.2	3.2	G	G	G	118	118	163	163	132	135	191	191	133	133	133	133	238	238	247	247	288	288	168	170
Ech10	483	ST-323	12	700	0	2009	25-oct-09	-80.5	74.2	3.1	G	F	H	118	118	163	163	138	141	191	191	133	133	133	133	238	238	247	247	288	294	170	170
Ech10	484	ST-323	13	700	0	2009	25-oct-09	-80.5	74.2	2.7	G	H	H	114	118	163	163	135	141	191	197	133	133	133	133	238	238	247	247	288	291	170	170
Ech10	485	ST-323	14	700	0	2009	25-oct-09	-80.5	74.2	2.9	F	F	F	112	112	163	163	138	141	191	191	133	133	121	133	238	238	247	247	282	288	170	170
Ech10	486	ST-323	15	700	0	2009	25-oct-09	-80.5	74.2	2.6	F	H	H	118	122	163	163	135	141	191	191	136	136	121	124	238	238	247	247	297	297	168	168
Ech10	487	ST-323	16	700	0	2009	25-oct-09	-80.5	74.2	2.7	F	F	F	118	118	163	163	138	141	191	194	133	133	127	127	238	238	244	244	294	294	170	170
Ech10	488	ST-323	17	700	0	2009	25-oct-09	-80.5	74.2	3.3	G	H	H	114	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	285	170	170
Ech10	489	ST-323	18	700	0	2009	25-oct-09	-80.5	74.2	3.3	G	G	G	114	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	285	168	170
Ech10	490	ST-323	19	700	0	2009	25-oct-09	-80.5	74.2	3.4	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	244	247	288	294	170	170
Ech10	491	ST-323	20	700	0	2009	25-oct-09	-80.5	74.2	3.1	G	H	H	114	114	163	163	135	138	191	191	133	133	133	133	238	238	247	247	288	300	170	170
Ech10	492	ST-323	21	700	0	2009	25-oct-09	-80.5	74.2	3.7	G	G	G	114	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	291	168	170
Ech10	493	ST-323	22	700	0	2009	25-oct-09	-80.5	74.2	3.3	G	G	G	110	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	285	170	170
Ech10	494	ST-323	23	700	0	2009	25-oct-09	-80.5	74.2	3.5	G	G	G	114	114	163	163	135	138	191	191	133	133	133	133	235	238	247	247	291	294	168	170
Ech10	495	ST-323	24	700	0	2009	25-oct-09	-80.5	74.2	3.1	G	G	G	114	114	163	163	135	141	191	191	133	133	133	133	238	238	244	247	285	294	170	170
Ech10	496	ST-323	25	700	0	2009	25-oct-09	-80.5	74.2	3.2	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	279	288	170	170
Ech10	497	ST-323	26	700	0	2009	25-oct-09	-80.5	74.2	3.4	G	H	H	114	114	163	163	135	141	191	197	133	133	133	133	238	238	247	247	285	294	170	170
Ech10	498	ST-323	27	700	0	2009	25-oct-09	-80.5	74.2	3.1	G	G	G	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech10	499	ST-323	28	700	0	2009	25-oct-09	-80.5	74.2	3.4	G	G	G	110	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	279	291	168	170
Ech10	500	ST-323	29	700	0	2009	25-oct-09	-80.5	74.2	2.9	G	G	G	114	114	163	163	135	138	191	191	133	133	133	133	238	241	244	247	285	285	170	170
Ech10	501	ST-323	30	700	0	2009	25-oct-09	-80.5	74.2	3.2	G	G	G	114	114	163	163	135	141	191	191	133	133	133	133	238	241	244	247	279	285	168	170
Ech10	502	ST-323	31	700	0	2009	25-oct-09	-80.5	74.2	3.1	G	G	G	114	114	163	163	129	135	191	191	133	133	124	133	238	238	247	247	291	303	170	170
Ech10	503	ST-323	32	700	0	2009	25-oct-09	-80.5	74.2	3.1	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	297	170	170
Ech11	504	TBB-6	1	139	0	2008	2019-06-08	-59.7	50	2.8	F	F	F	120	128	163	172	138	141	191	191	133	133	124	124	238	238	247	247	285	288	170	170
Ech11	505	TBB-6	2	139	0	2008	2019-06-08	-59.7	50	2.8	F	F	F	116	126	163	163	141	141	188	191	133	133	127	130	238	238	247	247	282	291	170	170
Ech11	506	TBB-6	3	139	0	2008	2019-06-08	-59.7	50	2.8	F	F	F	126	126	163	163	138	141	191	194	133	133	127	133	238	238	247	247	297	306	168	170
Ech11	507	TBB-6	4	139	0	2008	2019-06-08	-59.7	50	2.8	F	F	F	118	118	163	163	138	141	191	191	133	133	133	136	238	238	247	247	282	288	170	170
Ech11	508	TBB-6	5	139	0	2008	2019-06-08	-59.7	50	2.6	F	F	F	116	116	163	163	141	141	191	194	133	133	127	133	238	238	247	247	282	288	170	170
Ech11	509	TBB-6	6	139	0	2008	2019-06-08	-59.7	50	2.7	F	F	F	118	120	163	175	138	141	191	191	133	136	124	124	238	241	247	247	288	288	170	170
Ech11	510	TBB-6	7	139	0	2008	2019-06-08	-59.7	50	2.7	F	F	F	118	120	163	169	141	141	191	191	133	133	127	133	238	238	247	247	288	288	170	170
Ech11	511	TBB-6	8	139	0	2008	2019-06-08	-59.7	50	3.1	F	H	H	114	118	169	169	141	141	191	194	133	133	133	133	238	238	247	247	285	285	168	170
Ech11	512	TBB-6	9	139	0	2008	2019-06-08	-59.7	50	2.6	F	F	F	118	120	163	169	141	141	191	191	133	133	124	124	238	238	247	247	285	288	170	170
Ech11	513	TBB-6	10	139	0	2008	2019-06-08	-59.7	50	2.9	F	F	F	118	118	169	169	138	141	191	191	133	136	133	133	238	241	247	247	285	291	170	170
Ech11	514	TBB-6	11	139	0	2008	2019-06-08	-59.7	50	3	F	F	F	120	120	169	169	141	141	191	191	133	133	133	133	238	238	247	247	288	291	170	170
Ech11	515	TBB-6	12	139	0	2008	2019-06-08	-59.7	50	3	F	F	F	118	120	169	169	141	141	191	191	133	133	124	133	238	238	247	247	285	297	170	170
Ech11	516	TBB-6	13	139	0	2008	2019-06-08	-59.7	50	3.1	F	F	F	118	118	163	169	141	141	191	191	133	133	127	127	238	238	247	247	291	291	170	170
Ech11	517	TBB-6	14	139	0	2008	2019-06-08	-59.7	50	3	F	F	F	118	118	169	169	141	144	191	191	133	133	133	133	238	241	247	247	288	288	170	170
Ech11	518	TBB-6	15	139	0	2008	2019-06-08	-59.7	50	2.6	F	F	F	120	120	169	169	141	141	191	191	136	136	124	127	238	241	247	247	285	291	170	170
Ech11	519	TBB-6	16	139	0	2008	2019-06-08	-59.7	50	3.1	F	F	F	120	120	163	169	138	141	191	191	133	136	124	133	238	241	247	247	288	291	170	170
Ech11	520	TBB-6	17	139	0	2008	2019-06-08	-59.7	50	2.8	F	F	F	118	120	163	169	138	141	188	191	136	136	133	133	238	241	247	247	288	291	170	170
Ech11	521	TBB-6	18	139	0	2008	2019-06-08	-59.7	50	3	F	F	F	118	118	169	169	141	144	191	191	133	136	124	127	238	241	247	247	282	282	170	170
Ech11	522	TBB-6	19	139	0	2008	2019-06-08	-59.7	50	2.7	F	F	F	118	118	163	169	138	141	194	194	133	139	133	133	238	244	247	247	288	288	168	168
Ech11	523	TBB-6	20	139	0	2008	2019-06-08	-59.7	50	2.8	F	F	F	118	120	0	0	141	141	191	191	133	133	124	124	238	241	247	247	285	288	168	168
Ech11	524	TBB-6	22	139	0	2008	2019-06-08	-59.7	50	2.8	F	F	F	124	130	163	169	138	141	188	191	133	133	0	0	238	238	247	247	285	291	170	170
Ech11	525	TBB-6	23	139	0	2008	2019-06-08	-59.7	50	2.7	F	F	F	116	118	169	169	138	138	191	194	133	133	133	133	238	238	238	247	282	288	170	170
Ech11	526	TBB-6	24	139	0	2008	2019-06-08	-59.7	50	2.6	F	H	H	118	120	163	169	141	141	191	191	133	133	127	133	0	0	247	247	285	288	168	170
Ech11	527	TBB-6	28	139	0	2008	2019-06-08	-59.7	50	3.6	F	H	H	114	122	163	163	135	141	191	191	133	133	124	133	238	241	247	247	306	309	170	170
Ech11	528	TBB-6	29	139	0	2008	2019-06-08	-59.7	50	3.6	F	H	H	114	114	163	163	135	141	191	197	133	133	133	133	238	241	247	247	288	291	170	170
Ech11	529	TBB-6	30	139	0	2008	2019-06-08	-59.7	50	3.7	F	H	H	118	126	163	163	135	141	191	191	133	133	133	133	238	241	247	247	288	288	170	170
Ech11	530	TBB-6	31	139	0	2008	2019-06-08	-59.7	50	3.4	F	H	H	114	118	163	163	138	141	191	197	133	133	133	133	235	241	247	247	285	285	168	170
Ech11	531	TBB-6	32	139	0	2008	2019-06-08	-59.7	50	3.6	F	H	H	110	122	163	163	135	141	191	191	133	133	127	136	238	238	247	247	291	291	170	170
Ech11	532	TBB-6	33	139	0	2008	2019-06-08	-59.7	50	3.5	F	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	241	247	247	285	291	170	170
Ech11	533	TBB-6	34	139	0	2008	2019-06-08	-59.7	50	3.7	F	H	H	114	120	163	163	135	141	191	191	133	133	124	133	238	238	247	247	285	285	170	170
Ech11	534	TBB-6	35	139	0	2008	2019-06-08	-59.7	50	3.5	F	G	H	114	114	163	163	135	141	191	197	133	133	124	133	238	238	244	244	285	291	170	170
Ech11	535	TBB-6	36	139	0	2008	2019-06-08	-59.7	50	3.5	G	G	G	114	114	163	163	135	141	191	197	133	133	133	133	238	238	244	247	285	285	170	170
Ech11	536	TBB-6	37	139	0	2008	2019-06-08	-59.7	50	3.6	F	G	H	114	114	163	163	135	141	191	197	133	133	133	133	238	238	244	247	285	294	170	170
Ech11	537	TBB-6	38	139	0	2008	2019-06-08	-59.7	50	2.3	F	H	H	118	118	163	163	141	141	191	197	133	136	127	133	241	241	247	247	288	288	170	170
Ech11	538	TBB-6	39	139	0	2008	2019-06-08	-59.7	50	2.8	F	F	F	118	118	163	163	138	141	191	191	133	142	133	142	238	238	247	247	291	291	170	170
Ech11	539	TBB-6	40	139	0	2008	2019-06-08	-59.7	50	2.1	F	F	F	118	118	163	163	138	141	191	191	133	133	124	133	238	238	247	247	297	297	170	170
Ech11	540	TBB-6	41	139	0	2008	2019-06-08	-59.7	50	2.2	F	F	F	112	112	163	163	141	141	191	197	133	133	127	133	238	238	247	247	294	294	170	170
Ech11	541	TBB-6	42	139	0	2008	2019-06-08	-59.7	50	2.5	F	F	F	118	120	163	163	141	141	191	191	133	133	124	127	238	238	247	247	282	282	168	170
Ech11	542	TBB-6	43	139	0	2008	2019-06-08	-59.7	50	2.5	F	F	F	116	118	163	166	147	147	188	188	133	136	124	136	238	241	247	247	291	291	170	170
Ech11	543	TBB-6	44	139	0	2008	2019-06-08	-59.7	50	2.5	F	F	F	118	120	163	163	141	141	191	191	136	136	124	133	241	241	247	247	291	291	170	170
Ech11	544	TBB-6	45	139	0	2008	2019-06-08	-59.7	50	2.1	F	F	F	116	120	163	163	138	141	191	191	133	133	124	133	238	238	244	247	297	297	170	170
Ech11	545	TBB-6	46	139	0	2008	2019-06-08	-59.7	50	2.6	F	H	H	118	126	163	163	141	144	191	191	133	133	124	130	238	238	247	247	285	285	168	168
Ech11	546	TBB-6	47	139	0	2008	2019-06-08	-59.7	50	3.3	G	H	H	114	114	163	163	135	138	191	191	133	133	124	133	238	238	247	247	285	294	170	170
Ech11	547	TBB-6	48	139	0	2008	2019-06-08	-59.7	50	3.3	G	H	H	114	114	163	163	135	141	191	197	133	133	133	133	238	238	247	247	288	288	170	170
Ech12	548	TCEN-3	1	352	0	2008	20-juin-08	-61.3	48.5	2.5	F	F	F	118	120	163	163	138	144	191	194	133	136	124	133	238	241	247	247	288	288	168	170
Ech12	549	TCEN-3	2	352	0	2008	20-juin-08	-61.3	48.5	2.5	F	F	F	122	122	163	163	138	141	191	191	133	136	127	130	238	238	244	247	294	294	168	170
Ech12	550	TCEN-3	3	352	0	2008	20-juin-08	-61.3	48.5	3.2	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	282	288	168	168
Ech12	551	TCEN-3	5	352	0	2008	20-juin-08	-61.3	48.5	2.5	F	F	F	122	122	163	163	138	141	191	191	133	136	127	133	238	241	247	247	288	288	168	170
Ech12	552	TCEN-3	6	352	0	2008	20-juin-08	-61.3	48.5	2.8	F	F	F	116	120	163	163	138	138	191	197	133	136	133	133	238	241	244	247	294	294	168	170
Ech12	553	TCEN-3	7	352	0	2008	20-juin-08	-61.3	48.5	2.5	F	H	H	114	118	157	163	138	141	191	197	133	136	130	133	238	241	247	247	279	282	170	170
Ech12	554	TCEN-3	9	352	0	2008	20-juin-08	-61.3	48.5	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	124	133	238	238	247	247	285	285	168	170
Ech12	555	TCEN-3	10	352	0	2008	20-juin-08	-61.3	48.5	3.5	G	G	G	114	118	163	163	0	0	191	191	133	133	133	133	238	238	247	247	285	285	168	168
Ech12	556	TCEN-3	11	352	0	2008	20-juin-08	-61.3	48.5	3.4	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	306	168	168
Ech12	557	TCEN-3	12	352	0	2008	20-juin-08	-61.3	48.5	2.7	F	F	F	118	120	163	166	141	141	191	191	133	133	133	133	238	238	247	247	282	294	170	170
Ech12	558	TCEN-3	13	352	0	2008	20-juin-08	-61.3	48.5	2.6	F	F	F	120	120	163	163	141	141	191	197	133	133	127	133	238	238	247	250	288	288	168	170
Ech12	559	TCEN-3	14	352	0	2008	20-juin-08	-61.3	48.5	2.7	F	F	F	118	120	163	163	138	138	191	191	133	133	130	133	238	238	244	247	288	294	170	170
Ech12	560	TCEN-3	15	352	0	2008	20-juin-08	-61.3	48.5	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	291	168	170
Ech12	561	TCEN-3	16	352	0	2008	20-juin-08	-61.3	48.5	3.5	G	G	G	114	114	163	163	135	135	191	191	133	133	124	133	238	238	247	247	288	288	168	170
Ech12	562	TCEN-3	17	352	0	2008	20-juin-08	-61.3	48.5	2.7	F	F	F	118	122	163	163	138	141	191	191	133	133	124	127	238	238	247	250	288	288	170	170
Ech12	563	TCEN-3	18	352	0	2008	20-juin-08	-61.3	48.5	3.6	G	H	H	114	118	163	163	135	141	191	191	133	133	133	136	238	238	247	247	285	288	170	170
Ech12	564	TCEN-3	19	352	0	2008	20-juin-08	-61.3	48.5	2.7	F	F	F	116	120	163	163	138	141	194	194	133	136	133	133	238	238	247	247	291	291	168	172
Ech12	565	TCEN-3	20	352	0	2008	20-juin-08	-61.3	48.5	2.6	F	H	H	116	118	163	163	135	141	191	191	133	136	130	136	238	241	247	247	288	288	168	170
Ech12	566	TCEN-3	21	352	0	2008	20-juin-08	-61.3	48.5	3.3	F	G	H	114	118	163	163	135	135	191	191	133	133	124	133	238	241	247	247	285	294	168	170
Ech12	567	TCEN-3	22	352	0	2008	20-juin-08	-61.3	48.5	3.1	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	294	168	170
Ech12	568	TCEN-3	23	352	0	2008	20-juin-08	-61.3	48.5	2.7	F	F	F	118	120	163	163	138	138	191	191	133	136	124	133	238	241	247	247	288	291	0	0
Ech12	569	TCEN-3	24	352	0	2008	20-juin-08	-61.3	48.5	2.7	F	F	F	112	116	163	163	138	141	191	194	133	133	124	133	238	238	247	247	282	282	168	170
Ech12	570	TCEN-3	25	352	0	2008	20-juin-08	-61.3	48.5	3.4	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	276	285	168	168
Ech12	571	TCEN-3	26	352	0	2008	20-juin-08	-61.3	48.5	3	F	G	H	114	118	163	163	135	135	191	200	133	133	133	133	238	238	244	247	282	282	168	170
Ech12	572	TCEN-3	27	352	0	2008	20-juin-08	-61.3	48.5	2.5	F	F	F	120	120	163	163	138	141	191	194	133	136	124	133	238	238	247	247	282	282	168	170
Ech12	573	TCEN-3	28	352	0	2008	20-juin-08	-61.3	48.5	2.4	F	F	F	118	120	163	163	141	150	191	194	133	133	133	133	238	238	247	247	288	303	168	170
Ech12	574	TCEN-3	29	352	0	2008	20-juin-08	-61.3	48.5	3.3	G	G	G	118	118	163	163	135	135	191	191	133	133	124	133	238	238	247	247	285	285	168	170
Ech12	575	TCEN-3	30	352	0	2008	20-juin-08	-61.3	48.5	3.2	G	G	G	114	118	163	163	135	135	191	200	133	133	124	133	238	238	247	247	285	285	168	170
Ech12	576	TCEN-3	31	352	0	2008	20-juin-08	-61.3	48.5	3.2	G	G	G	118	118	163	163	135	135	191	197	133	133	133	133	238	238	244	247	285	291	168	170
Ech12	577	TCEN-3	32	352	0	2008	20-juin-08	-61.3	48.5	3.4	G	G	G	110	114	163	163	135	135	191	191	133	133	133	133	238	238	244	247	282	285	168	170
Ech12	578	TCEN-3	33	352	0	2008	20-juin-08	-61.3	48.5	2.6	F	F	F	116	118	163	163	141	141	191	191	133	136	133	142	238	241	247	247	291	291	168	168
Ech12	579	TCEN-3	34	352	0	2008	20-juin-08	-61.3	48.5	2.2	F	F	F	116	122	163	166	141	141	188	191	133	136	124	133	238	241	247	250	282	288	168	168
Ech12	580	TCEN-3	35	352	0	2008	20-juin-08	-61.3	48.5	2.2	F	F	F	116	124	163	163	141	141	188	197	133	136	124	124	238	238	247	247	291	291	168	170
Ech12	581	TCEN-3	36	352	0	2008	20-juin-08	-61.3	48.5	2.3	F	F	F	118	124	157	163	141	141	191	191	133	133	133	133	238	238	247	250	288	300	168	170
Ech12	582	TCEN-3	37	352	0	2008	20-juin-08	-61.3	48.5	2.5	F	F	F	118	118	163	163	138	141	191	191	133	133	127	127	238	238	247	247	297	297	168	170
Ech12	583	TCEN-3	38	352	0	2008	20-juin-08	-61.3	48.5	2.8	F	F	F	118	120	163	163	141	141	191	191	133	136	133	136	238	241	247	247	288	288	168	170
Ech12	584	TCEN-3	40	352	0	2008	20-juin-08	-61.3	48.5	3.2	G	G	G	118	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	288	288	168	170
Ech12	585	TCEN-3	41	352	0	2008	20-juin-08	-61.3	48.5	2.9	G	H	H	114	118	163	163	135	138	191	191	133	133	133	136	238	238	244	247	288	288	168	170
Ech12	586	TCEN-3	42	352	0	2008	20-juin-08	-61.3	48.5	3.2	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	288	288	166	170
Ech12	587	TCEN-3	43	352	0	2008	20-juin-08	-61.3	48.5	2.3	F	F	F	118	120	163	163	138	141	191	191	133	133	124	124	238	238	247	247	291	291	170	170
Ech12	588	TCEN-3	44	352	0	2008	20-juin-08	-61.3	48.5	2.3	F	F	F	120	120	163	163	138	141	191	191	133	133	133	133	238	238	247	247	288	288	170	170
Ech12	589	TCEN-3	45	352	0	2008	20-juin-08	-61.3	48.5	2.4	F	F	F	120	128	163	163	138	141	191	194	133	136	133	133	238	241	247	247	291	291	168	170
Ech12	590	TCEN-3	46	352	0	2008	20-juin-08	-61.3	48.5	3.5	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	288	294	168	170
Ech12	591	TCEN-3	47	352	0	2008	20-juin-08	-61.3	48.5	3.3	G	H	H	114	118	163	163	135	135	191	191	133	133	127	133	238	238	247	247	282	288	168	170
Ech12	592	TCEN-3	48	352	0	2008	20-juin-08	-61.3	48.5	2.6	F	F	F	118	120	160	163	141	141	191	191	133	136	124	127	241	253	247	247	288	288	170	170
Ech12	593	TCEN-3	49	352	0	2008	20-juin-08	-61.3	48.5	2.8	F	F	F	120	120	163	163	138	141	191	191	133	139	127	133	238	244	247	247	285	291	170	170
Ech12	594	TCEN-3	50	352	0	2008	20-juin-08	-61.3	48.5	3.2	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	291	168	170
Ech12	595	TCEN-3	51	352	0	2008	20-juin-08	-61.3	48.5	3.3	G	G	G	114	118	163	163	135	135	191	197	133	133	133	136	238	238	247	247	288	294	168	168
Ech12	596	TCEN-3	52	352	0	2008	20-juin-08	-61.3	48.5	3.2	G	H	H	114	118	163	163	135	138	191	197	133	133	133	133	238	241	247	247	288	297	170	170
Ech12	597	TCEN-3	53	352	0	2008	20-juin-08	-61.3	48.5	2.6	F	F	F	120	122	163	163	141	141	191	191	133	133	133	133	238	238	247	247	288	294	168	170
Ech12	598	TCEN-3	54	352	0	2008	20-juin-08	-61.3	48.5	2.8	F	F	F	118	120	163	163	141	141	191	191	133	136	124	127	238	241	247	247	282	288	168	170
Ech12	599	TCEN-3	55	352	0	2008	20-juin-08	-61.3	48.5	2.5	F	H	H	118	118	163	163	138	138	191	197	133	133	127	133	238	238	247	250	282	288	170	170
Ech13	600	TDC-6	7	256	0	2008	2020-06-08	-59.3	47.6	2.4	F	F	F	116	118	163	163	141	141	191	191	133	133	133	133	238	241	247	247	285	294	170	170
Ech13	601	TDC-6	8	256	0	2008	2020-06-08	-59.3	47.6	2.7	F	F	F	118	118	163	163	141	141	191	194	133	136	124	133	241	241	247	247	288	288	170	170
Ech13	602	TDC-6	9	256	0	2008	2020-06-08	-59.3	47.6	2.6	F	H	H	122	122	163	163	141	141	191	194	133	133	133	133	238	238	247	247	285	288	170	170
Ech13	603	TDC-6	10	256	0	2008	2020-06-08	-59.3	47.6	2.3	F	F	F	112	112	163	163	141	141	191	191	133	133	124	133	238	238	247	247	291	294	170	170
Ech13	604	TDC-6	11	256	0	2008	2020-06-08	-59.3	47.6	2.6	F	F	F	118	122	163	163	138	141	191	191	133	133	133	133	238	238	247	250	291	291	168	168
Ech13	605	TDC-6	12	256	0	2008	2020-06-08	-59.3	47.6	2.3	F	F	F	118	118	163	163	138	138	191	194	133	133	133	133	238	238	247	247	291	291	168	170
Ech13	606	TDC-6	13	256	0	2008	2020-06-08	-59.3	47.6	2.4	F	F	F	118	118	160	160	141	141	191	191	139	139	124	142	238	244	247	250	282	288	170	170
Ech13	607	TDC-6	14	256	0	2008	2020-06-08	-59.3	47.6	2.5	F	F	F	118	128	163	163	141	141	191	191	133	133	124	130	238	238	247	247	288	291	170	170
Ech13	608	TDC-6	16	256	0	2008	2020-06-08	-59.3	47.6	2.5	F	F	F	118	120	163	163	141	141	191	191	133	133	124	133	238	238	247	247	288	291	168	168
Ech13	609	TDC-6	17	256	0	2008	2020-06-08	-59.3	47.6	2.2	F	F	F	118	124	157	163	138	138	191	191	133	136	127	133	238	241	247	250	282	291	168	170
Ech13	610	TDC-6	18	256	0	2008	2020-06-08	-59.3	47.6	2.3	F	F	F	120	120	163	163	138	138	191	191	133	136	124	127	238	241	247	250	288	288	170	170
Ech13	611	TDC-6	19	256	0	2008	2020-06-08	-59.3	47.6	2.7	F	F	F	118	120	163	163	138	141	188	191	133	139	124	124	238	244	247	250	288	288	170	170
Ech13	612	TDC-6	20	256	0	2008	2020-06-08	-59.3	47.6	2.8	F	F	F	116	120	163	163	138	141	191	191	133	133	124	124	238	238	247	247	291	297	170	170
Ech13	613	TDC-6	21	256	0	2008	2020-06-08	-59.3	47.6	2.9	F	F	F	118	124	163	163	141	141	191	191	133	133	133	133	238	238	247	247	291	291	170	170
Ech13	614	TDC-6	22	256	0	2008	2020-06-08	-59.3	47.6	2.2	F	F	F	112	118	157	169	141	141	191	191	133	133	133	133	238	238	247	247	288	288	170	170
Ech13	615	TDC-6	23	256	0	2008	2020-06-08	-59.3	47.6	2.2	F	F	F	112	120	163	163	141	141	191	191	133	133	127	127	238	238	247	250	282	288	168	170
Ech13	616	TDC-6	24	256	0	2008	2020-06-08	-59.3	47.6	2.6	F	F	F	120	120	163	163	138	141	191	191	139	139	118	133	238	244	247	247	288	288	170	170
Ech13	617	TDC-6	26	256	0	2008	2020-06-08	-59.3	47.6	3.6	F	G	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	285	168	170
Ech13	618	TDC-6	27	256	0	2008	2020-06-08	-59.3	47.6	3.4	F	G	H	114	114	163	163	135	141	191	197	133	133	133	133	238	238	247	247	285	285	168	170
Ech13	619	TDC-6	28	256	0	2008	2020-06-08	-59.3	47.6	3.6	F	G	H	114	114	163	163	135	141	191	197	133	133	133	133	238	238	247	247	285	285	170	170
Ech13	620	TDC-6	30	256	0	2008	2020-06-08	-59.3	47.6	3.4	F	H	H	114	114	163	163	135	141	191	191	133	133	133	139	238	238	247	247	288	288	170	170
Ech13	621	TDC-6	31	256	0	2008	2020-06-08	-59.3	47.6	3.5	F	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	244	247	288	297	170	170
Ech13	622	TDC-6	32	256	0	2008	2020-06-08	-59.3	47.6	3.3	G	G	G	114	114	163	163	135	141	191	191	133	133	133	133	238	238	244	244	285	291	170	170
Ech13	623	TDC-6	33	256	0	2008	2020-06-08	-59.3	47.6	3.5	F	H	H	118	126	163	163	135	138	191	191	133	133	133	133	238	238	244	247	285	291	170	170
Ech13	624	TDC-6	34	256	0	2008	2020-06-08	-59.3	47.6	3.3	G	H	H	118	126	163	163	135	141	191	197	133	133	133	133	238	238	247	247	285	294	170	170
Ech13	625	TDC-6	35	256	0	2008	2020-06-08	-59.3	47.6	3.4	G	H	H	114	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	294	170	170
Ech13	626	TDC-6	36	256	0	2008	2020-06-08	-59.3	47.6	2.8	F	H	H	114	118	163	163	141	141	191	194	133	133	133	133	238	238	247	247	300	300	170	170
Ech13	627	TDC-6	37	256	0	2008	2020-06-08	-59.3	47.6	2.3	F	F	F	118	120	163	163	138	141	191	194	133	133	124	124	238	238	247	247	291	291	170	170
Ech13	628	TDC-6	38	256	0	2008	2020-06-08	-59.3	47.6	2.4	F	F	F	118	120	163	163	141	141	191	197	133	136	124	133	238	241	247	247	282	282	170	170
