Sample	No	Stn	Individual	Initial depth	Final Depth	Year	Date	Long	Lat	Size	RFLP_diagnostic	Msat_diagnostic	Combined_diagnostic	EL696609	EL696609	EL585922	EL585922	EH666870	EH666870	EL773519	EL773519	EH666474	EH666474	EL773359	EL773359	FK868270	FK868270	FG632811	FG632811	FK670364	FK670364	FK867682	FK867682
Ech4	154	LL7	33	100	0	2008	2018-10-08	-58.2	44.1	2.1	F	F	F	120	122	163	163	138	141	191	191	133	136	127	133	238	241	247	247	288	288	170	170
Ech4	155	LL7	34	100	0	2008	2018-10-08	-58.2	44.1	2.1	F	F	F	118	120	163	163	141	141	185	191	133	142	133	133	238	238	247	247	288	288	170	176
Ech4	156	LL7	35	100	0	2008	2018-10-08	-58.2	44.1	2.1	F	F	F	118	118	163	163	141	141	191	197	133	133	127	151	238	238	247	247	282	282	170	170
Ech4	157	LL7	36	100	0	2008	2018-10-08	-58.2	44.1	2	F	F	F	120	130	154	163	141	141	191	197	133	136	127	133	238	241	247	247	288	288	170	170
Ech4	158	LL7	37	100	0	2008	2018-10-08	-58.2	44.1	2.6	F	H	H	120	134	163	163	138	141	191	197	133	133	133	133	238	238	247	247	282	282	168	168
Ech4	159	LL7	38	100	0	2008	2018-10-08	-58.2	44.1	2.8	F	F	F	120	120	163	163	138	141	191	197	133	133	124	127	238	238	247	247	285	291	170	170
Ech4	160	LL7	39	100	0	2008	2018-10-08	-58.2	44.1	2.8	F	F	F	116	118	163	163	141	141	191	191	133	139	124	124	244	244	247	247	291	291	170	174
Ech4	161	LL7	40	100	0	2008	2018-10-08	-58.2	44.1	2.7	F	H	H	118	134	163	163	141	144	191	197	133	133	127	133	238	238	247	247	285	297	170	170
Ech4	162	LL7	41	100	0	2008	2018-10-08	-58.2	44.1	3.4	G	H	H	114	118	163	163	141	141	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech4	163	LL7	42	100	0	2008	2018-10-08	-58.2	44.1	2.5	F	H	H	118	118	163	163	141	141	191	197	133	133	127	133	238	238	247	247	288	288	170	170
Ech4	164	LL7	43	100	0	2008	2018-10-08	-58.2	44.1	2.5	F	F	F	118	118	163	163	138	141	191	197	133	136	124	133	238	238	247	247	282	282	168	174
Ech4	165	LL7	44	100	0	2008	2018-10-08	-58.2	44.1	2.3	F	F	F	108	118	163	163	138	141	0	0	133	133	130	133	238	238	247	247	288	291	170	170
Ech4	166	LL7	45	100	0	2008	2018-10-08	-58.2	44.1	2.8	F	H	H	112	120	163	163	138	141	191	197	133	133	133	133	238	238	247	247	288	288	170	170
Ech4	167	LL7	46	100	0	2008	2018-10-08	-58.2	44.1	1.9	F	F	F	118	124	163	163	141	141	191	191	136	136	121	127	241	241	247	247	291	291	170	170
Ech5	168	MB-10	1	1000	0	2009	23-juil-09	-57	55.9	2.8	F	F	F	118	120	163	163	141	144	191	191	136	136	124	133	241	241	247	247	291	291	170	170
Ech5	169	MB-10	3	1000	0	2009	23-juil-09	-57	55.9	3.2	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	288	288	170	170
Ech5	170	MB-10	4	1000	0	2009	23-juil-09	-57	55.9	2.6	F	F	F	118	118	163	163	141	141	191	194	133	136	124	127	241	241	247	247	285	285	170	170
Ech5	171	MB-10	5	1000	0	2009	23-juil-09	-57	55.9	2.6	F	F	F	120	128	163	163	141	141	191	191	133	133	124	133	238	241	247	247	288	294	168	170
Ech5	172	MB-10	6	1000	0	2009	23-juil-09	-57	55.9	3.5	G	H	H	114	114	163	163	135	141	191	197	133	133	133	133	238	238	244	247	288	294	170	170
Ech5	173	MB-10	7	1000	0	2009	23-juil-09	-57	55.9	2.8	F	F	F	118	120	163	163	141	141	191	191	133	133	124	127	238	238	247	247	291	291	170	170
Ech5	174	MB-10	8	1000	0	2009	23-juil-09	-57	55.9	2.6	F	F	F	118	118	157	163	138	141	182	191	133	133	133	151	238	238	247	247	303	303	168	170
Ech5	175	MB-10	9	1000	0	2009	23-juil-09	-57	55.9	3.4	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	288	291	168	170
Ech5	176	MB-10	10	1000	0	2009	23-juil-09	-57	55.9	2.9	F	F	F	122	122	163	166	141	141	191	191	136	136	124	133	241	241	247	247	288	294	168	170
Ech5	177	MB-10	11	1000	0	2009	23-juil-09	-57	55.9	2.7	F	F	F	118	118	163	163	138	141	191	197	133	136	124	127	238	238	247	247	291	291	170	170
Ech5	178	MB-10	12	1000	0	2009	23-juil-09	-57	55.9	2.7	F	F	F	118	126	163	163	141	141	191	194	133	133	127	133	238	238	247	247	282	291	168	170
Ech5	179	MB-10	13	1000	0	2009	23-juil-09	-57	55.9	2.6	F	F	F	118	118	154	163	138	141	191	194	133	133	127	127	238	241	247	247	291	291	170	170
Ech5	180	MB-10	14	1000	0	2009	23-juil-09	-57	55.9	2.6	F	F	F	124	124	163	163	141	141	191	191	133	133	130	133	238	241	247	247	291	291	170	170
Ech5	181	MB-10	15	1000	0	2009	23-juil-09	-57	55.9	2.8	F	F	F	120	124	163	163	141	144	191	191	133	136	124	124	241	241	247	247	288	288	168	170
Ech5	182	MB-10	16	1000	0	2009	23-juil-09	-57	55.9	2.5	F	F	F	112	118	163	163	141	141	194	194	133	133	121	133	238	238	247	247	288	294	170	170
Ech5	183	MB-10	17	1000	0	2009	23-juil-09	-57	55.9	2.9	F	F	F	118	118	163	163	138	141	188	191	133	133	127	133	238	238	247	247	288	288	170	170
Ech5	184	MB-10	18	1000	0	2009	23-juil-09	-57	55.9	2.7	F	F	F	120	124	163	163	141	141	191	197	133	133	130	133	238	238	247	247	288	291	170	170
Ech5	185	MB-10	19	1000	0	2009	23-juil-09	-57	55.9	2.6	F	F	F	118	118	163	163	138	141	191	191	133	133	124	127	238	241	247	247	288	294	168	168
Ech5	186	MB-10	20	1000	0	2009	23-juil-09	-57	55.9	3.2	G	H	H	118	126	163	163	135	141	191	191	133	133	133	133	238	241	247	247	285	288	168	170
Ech5	187	MB-10	21	1000	0	2009	23-juil-09	-57	55.9	2.7	G	G	G	110	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	288	168	168
Ech5	188	MB-10	22	1000	0	2009	23-juil-09	-57	55.9	2.7	F	F	F	114	124	163	166	138	144	191	191	133	133	133	133	238	238	247	247	282	288	170	170
Ech5	189	MB-10	23	1000	0	2009	23-juil-09	-57	55.9	2.7	F	F	F	120	122	163	163	138	141	191	191	136	139	124	133	241	244	247	247	282	291	170	170
Ech5	190	MB-10	24	1000	0	2009	23-juil-09	-57	55.9	2.8	F	F	F	118	122	163	163	141	141	191	191	133	133	133	133	238	238	247	247	288	294	170	170
Ech5	191	MB-10	25	1000	0	2009	23-juil-09	-57	55.9	2.8	F	F	F	118	128	163	163	138	138	191	194	136	136	124	133	238	241	247	247	282	282	170	170
Ech5	192	MB-10	26	1000	0	2009	23-juil-09	-57	55.9	3.2	G	G	G	110	114	163	163	135	141	191	191	133	133	133	133	238	238	244	247	279	285	168	170
Ech5	193	MB-10	27	1000	0	2009	23-juil-09	-57	55.9	2.7	F	F	F	118	118	163	163	141	141	191	191	133	133	127	133	238	238	247	247	291	291	170	170
Ech5	194	MB-10	28	1000	0	2009	23-juil-09	-57	55.9	2.6	F	F	F	120	120	163	163	141	141	191	197	133	133	127	133	238	238	247	247	288	288	170	170
Ech5	195	MB-10	29	1000	0	2009	23-juil-09	-57	55.9	2.7	F	F	F	120	120	163	163	141	141	191	191	136	136	133	133	238	241	247	247	288	297	170	170
Ech5	196	MB-10	30	1000	0	2009	23-juil-09	-57	55.9	3.4	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	241	247	247	288	294	170	170
Ech5	197	MB-10	31	1000	0	2009	23-juil-09	-57	55.9	2.6	F	F	F	118	126	154	163	141	141	191	191	133	133	124	133	238	241	247	247	291	294	168	170
Ech5	198	MB-10	32	1000	0	2009	23-juil-09	-57	55.9	2.6	F	F	F	108	116	163	163	141	141	191	191	133	133	127	133	238	238	247	250	294	294	170	170
Ech6	199	Riki-01	1	100	0	2008	01-mai-08	-68.6	48.7	3.2	G	H	H	118	126	163	163	135	141	191	197	133	133	133	136	238	238	247	247	285	288	170	170
Ech6	200	Riki-01	3	100	0	2008	01-mai-08	-68.6	48.7	2.4	F	H	H	114	118	163	163	141	141	191	197	133	136	127	133	241	241	247	247	288	288	168	168
Ech6	201	Riki-01	4	100	0	2008	01-mai-08	-68.6	48.7	2.5	F	H	H	118	118	163	163	141	141	191	197	133	133	127	133	238	241	247	247	288	288	170	170
Ech6	202	Riki-01	5	100	0	2008	01-mai-08	-68.6	48.7	2.3	F	F	F	118	120	163	163	141	141	188	191	133	136	124	133	238	241	247	247	282	282	170	170
Ech6	203	Riki-01	6	100	0	2008	01-mai-08	-68.6	48.7	3.1	G	H	H	114	118	163	163	135	141	191	191	133	133	133	133	238	241	247	247	282	291	170	170
Ech6	204	Riki-01	7	100	0	2008	01-mai-08	-68.6	48.7	3.2	G	G	G	114	118	163	163	135	141	191	191	133	133	133	133	238	238	244	247	285	291	168	168
Ech6	205	Riki-01	8	100	0	2008	01-mai-08	-68.6	48.7	2.4	F	F	F	118	118	163	163	141	141	191	191	133	133	133	136	238	238	247	247	288	288	170	170
Ech6	206	Riki-01	9	100	0	2008	01-mai-08	-68.6	48.7	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	297	303	170	170
Ech6	207	Riki-01	10	100	0	2008	01-mai-08	-68.6	48.7	3	G	H	H	114	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	288	288	170	170
Ech6	208	Riki-01	11	100	0	2008	01-mai-08	-68.6	48.7	2.5	F	H	H	118	118	163	163	141	141	191	197	133	133	127	133	238	238	247	247	291	291	168	168
Ech6	209	Riki-01	12	100	0	2008	01-mai-08	-68.6	48.7	2.7	F	F	F	118	120	163	163	141	141	191	197	133	133	127	133	238	238	247	247	294	294	170	170
Ech6	210	Riki-01	13	100	0	2008	01-mai-08	-68.6	48.7	2.8	F	F	F	118	120	163	163	141	144	191	191	133	139	124	127	238	244	247	247	288	288	168	170
Ech6	211	Riki-01	14	100	0	2008	01-mai-08	-68.6	48.7	3	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	244	247	285	285	170	170
Ech6	212	Riki-01	15	320	0	2008	01-mai-08	-68.6	48.7	2.2	F	F	F	118	120	163	163	138	147	191	194	133	133	133	133	238	238	247	247	288	288	170	170
Ech6	213	Riki-01	16	100	0	2008	01-mai-08	-68.6	48.7	2.6	F	H	H	118	118	163	163	138	141	191	197	133	133	124	124	238	238	247	247	285	288	170	170
Ech6	214	Riki-01	17	100	0	2008	01-mai-08	-68.6	48.7	2.7	F	H	H	118	120	163	163	141	141	191	197	133	133	127	133	238	238	247	247	288	288	170	170
Ech6	215	Riki-01	18	100	0	2008	01-mai-08	-68.6	48.7	2.4	F	F	F	118	120	163	163	141	141	191	191	133	133	133	133	238	238	247	250	282	285	170	170
Ech6	216	Riki-01	19	100	0	2008	01-mai-08	-68.6	48.7	2.7	F	F	F	118	120	163	163	138	141	191	197	133	133	133	136	238	238	247	247	282	282	170	170
Ech6	217	Riki-01	20	100	0	2008	01-mai-08	-68.6	48.7	2.5	F	F	F	118	118	163	163	138	141	191	191	133	133	124	133	238	238	247	247	288	288	170	170
Ech6	218	Riki-01	21	100	0	2008	01-mai-08	-68.6	48.7	3.2	G	H	H	114	118	163	163	135	135	191	191	133	136	124	133	238	241	247	247	291	297	168	170
Ech6	219	Riki-01	22	100	0	2008	01-mai-08	-68.6	48.7	2.4	F	H	H	118	118	163	163	138	141	191	197	133	136	121	133	238	238	247	247	288	288	168	168
Ech6	220	Riki-01	23	100	0	2008	01-mai-08	-68.6	48.7	2.1	F	F	F	120	120	163	163	138	141	191	191	133	133	124	133	238	238	247	247	297	297	168	168
Ech6	221	Riki-01	24	100	0	2008	01-mai-08	-68.6	48.7	2.5	F	F	F	116	118	163	163	141	141	191	191	133	133	127	130	238	238	247	250	288	288	168	170
Ech6	222	Riki-01	25	100	0	2008	01-mai-08	-68.6	48.7	2.6	F	F	F	120	120	163	163	141	141	191	191	133	133	133	133	238	238	247	247	282	282	170	170
Ech6	223	Riki-01	26	320	100	2008	01-mai-08	-68.6	48.7	2.8	F	F	F	116	124	163	163	141	144	191	191	133	133	124	133	238	238	247	247	294	294	170	170
Ech6	224	Riki-01	28	320	100	2008	01-mai-08	-68.6	48.7	2.9	F	F	F	118	118	163	163	141	144	191	194	133	133	124	130	238	238	247	247	294	294	170	170
Ech6	225	Riki-01	29	320	100	2008	01-mai-08	-68.6	48.7	2.9	F	F	F	118	120	163	163	141	141	191	191	133	133	124	133	238	238	247	247	288	288	170	170
Ech6	226	Riki-01	31	320	100	2008	01-mai-08	-68.6	48.7	2.5	F	F	F	118	120	163	163	141	141	191	197	133	139	124	133	244	244	244	247	288	291	168	168
Ech6	227	Riki-01	32	320	100	2008	01-mai-08	-68.6	48.7	2.8	F	F	F	120	120	163	163	141	141	191	197	133	133	124	130	238	241	247	247	288	288	170	170
Ech6	228	Riki-01	33	320	100	2008	01-mai-08	-68.6	48.7	2.8	F	F	F	118	118	163	163	141	141	191	191	133	133	133	133	238	238	247	247	288	291	170	170
Ech6	229	Riki-01	34	320	100	2008	01-mai-08	-68.6	48.7	2.8	F	F	F	120	122	163	163	141	141	191	191	133	133	133	133	238	238	247	247	291	291	168	168
Ech6	230	Riki-01	35	320	100	2008	01-mai-08	-68.6	48.7	2.9	F	F	F	118	118	163	163	141	141	191	191	133	133	124	133	238	238	247	247	294	294	168	170
Ech6	231	Riki-01	36	320	100	2008	01-mai-08	-68.6	48.7	2.6	F	F	F	118	120	163	163	141	141	191	197	133	133	124	133	238	238	247	247	288	291	170	170
Ech6	232	Riki-01	37	320	100	2008	01-mai-08	-68.6	48.7	2.6	F	F	F	116	118	163	163	138	141	191	191	133	133	130	133	238	238	247	247	285	291	170	170
Ech6	233	Riki-01	38	320	100	2008	01-mai-08	-68.6	48.7	2.4	F	F	F	112	118	163	163	138	141	194	194	133	139	139	151	244	244	247	247	294	294	170	170
Ech6	234	Riki-01	39	320	100	2008	01-mai-08	-68.6	48.7	2.8	F	F	F	118	118	163	163	141	141	191	191	133	136	124	124	250	250	247	247	291	291	168	170
Ech6	235	Riki-01	40	320	100	2008	01-mai-08	-68.6	48.7	2.5	F	F	F	118	120	163	163	138	141	191	191	133	133	124	124	238	238	247	247	285	288	170	170
Ech6	236	Riki-01	41	320	100	2008	01-mai-08	-68.6	48.7	2.9	F	F	F	120	120	163	163	141	141	191	191	133	133	124	127	238	238	247	247	288	288	170	170
Ech6	237	Riki-01	42	320	100	2008	01-mai-08	-68.6	48.7	2.7	F	F	F	118	120	163	163	135	141	191	191	133	133	124	133	238	238	247	247	303	303	170	170
Ech6	238	Riki-01	43	320	100	2008	01-mai-08	-68.6	48.7	2.7	F	F	F	118	120	163	163	138	141	191	191	133	136	127	133	238	241	247	247	294	294	168	168
Ech6	239	Riki-01	44	320	100	2008	01-mai-08	-68.6	48.7	2.7	F	H	H	116	126	163	163	141	141	191	191	133	136	124	133	238	241	247	247	285	285	168	170
Ech6	240	Riki-01	45	320	100	2008	01-mai-08	-68.6	48.7	2.7	F	F	F	118	118	163	163	138	141	191	194	133	133	133	133	238	238	247	247	294	294	170	170
Ech6	241	Riki-01	46	320	100	2008	01-mai-08	-68.6	48.7	2.6	F	F	F	116	118	163	163	138	141	191	191	133	133	127	133	238	241	247	247	288	288	170	170
Ech6	242	Riki-01	47	320	100	2008	01-mai-08	-68.6	48.7	2.6	F	F	F	118	118	163	163	141	147	191	194	133	136	124	133	238	241	247	247	288	294	168	170
Ech6	243	Riki-01	48	320	100	2008	01-mai-08	-68.6	48.7	2.6	F	F	F	120	122	163	163	138	141	188	191	136	136	127	133	241	241	247	247	288	288	170	170
Ech6	244	Riki-01	1	100	0	2008	2008-07-08	-68.6	48.7	3	G	G	G	114	114	154	154	135	135	191	191	133	133	133	133	238	238	244	247	285	285	170	170
Ech6	245	Riki-01	2	100	0	2008	2008-07-08	-68.6	48.7	2.8	G	G	G	114	114	154	154	135	138	191	191	133	133	133	133	238	238	247	247	285	288	170	170
Ech6	246	Riki-01	3	100	0	2008	2008-07-08	-68.6	48.7	2.9	G	H	H	114	114	154	163	135	135	191	191	133	133	124	124	238	238	244	247	288	288	170	170
Ech6	247	Riki-01	4	100	0	2008	2008-07-08	-68.6	48.7	2.7	F	F	F	118	120	163	163	138	141	191	191	133	133	124	133	238	238	247	247	291	291	170	170
Ech6	248	Riki-01	5	100	0	2008	2008-07-08	-68.6	48.7	2.7	F	F	F	118	120	163	163	138	138	194	194	133	133	124	133	238	238	247	250	291	294	168	170
Ech6	249	Riki-01	6	100	0	2008	2008-07-08	-68.6	48.7	2.4	F	H	H	118	118	163	163	141	141	191	194	133	133	133	133	238	238	247	247	285	285	170	170
Ech6	250	Riki-01	7	100	0	2008	2008-07-08	-68.6	48.7	2.4	F	F	F	116	118	163	163	138	138	191	191	133	133	133	133	238	238	247	247	282	282	170	170
Ech6	251	Riki-01	8	100	0	2008	2008-07-08	-68.6	48.7	2.6	F	F	F	116	120	163	163	141	141	191	191	133	133	124	133	238	241	247	247	291	294	170	170
Ech6	252	Riki-01	9	100	0	2008	2008-07-08	-68.6	48.7	2.8	G	G	G	114	114	154	163	135	135	191	191	133	133	133	133	238	238	247	247	285	285	170	170
Ech6	253	Riki-01	10	100	0	2008	2008-07-08	-68.6	48.7	2.6	F	F	F	118	120	163	163	141	141	191	191	133	133	127	127	238	238	247	247	279	291	168	170
Ech6	254	Riki-01	11	100	0	2008	2008-07-08	-68.6	48.7	2.8	F	G	H	110	114	154	154	135	135	191	191	133	133	124	124	238	238	244	247	276	288	170	170
Ech6	255	Riki-01	12	100	0	2008	2008-07-08	-68.6	48.7	2.9	F	G	H	124	138	154	154	126	135	191	191	133	133	133	133	238	238	244	247	285	288	170	170
Ech6	256	Riki-01	13	100	0	2008	08-juil-08	-68.6	48.7	2.4	F	F	F	118	120	163	163	141	144	191	191	133	133	124	133	238	238	247	247	288	297	168	170
Ech6	257	Riki-01	16	100	0	2008	08-juil-08	-68.6	48.7	3.2	G	G	G	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech6	258	Riki-01	18	100	0	2008	08-juil-08	-68.6	48.7	3.3	G	H	H	114	114	163	163	135	141	191	197	133	133	130	133	238	238	244	247	282	288	170	170
Ech6	259	Riki-01	19	100	0	2008	08-juil-08	-68.6	48.7	3.2	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	244	247	288	288	170	170
Ech6	260	Riki-01	20	100	0	2008	08-juil-08	-68.6	48.7	3.3	G	H	H	118	118	163	163	135	141	191	191	133	133	133	133	238	238	244	247	288	294	170	170
Ech6	261	Riki-01	21	100	0	2008	08-juil-08	-68.6	48.7	2.4	F	F	F	116	118	163	163	141	144	191	191	136	136	124	133	238	241	247	247	291	291	168	168
Ech6	262	Riki-01	22	100	0	2008	08-juil-08	-68.6	48.7	2.9	F	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	241	247	247	285	288	170	170
Ech6	263	Riki-01	23	100	0	2008	08-juil-08	-68.6	48.7	3.3	G	H	H	114	114	163	163	135	138	191	191	133	133	133	136	238	241	247	247	285	288	170	170
Ech6	264	Riki-01	24	100	0	2008	08-juil-08	-68.6	48.7	3.5	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	241	247	247	285	288	170	170
Ech6	265	Riki-01	26	100	0	2008	08-juil-08	-68.6	48.7	3.6	G	H	H	114	118	163	163	135	141	191	197	133	133	133	133	238	241	247	247	285	294	168	170
Ech6	266	Riki-01	29	100	0	2008	08-juil-08	-68.6	48.7	3.5	G	H	H	114	114	163	163	135	141	191	197	133	133	133	136	238	241	244	247	288	297	170	170
Ech6	267	Riki-01	30	100	0	2008	08-juil-08	-68.6	48.7	3.5	G	G	G	114	118	163	163	0	0	191	197	133	133	133	133	238	241	247	247	285	291	170	170
Ech6	268	Riki-01	31	100	0	2008	08-juil-08	-68.6	48.7	3.4	G	H	H	114	114	163	163	135	141	191	197	133	133	133	133	238	241	247	247	282	288	168	170
Ech6	269	Riki-01	32	100	0	2008	08-juil-08	-68.6	48.7	2.4	F	F	F	118	118	163	163	141	144	191	197	133	136	124	130	241	241	235	247	291	291	170	170
Ech6	270	Riki-01	33	100	0	2008	08-juil-08	-68.6	48.7	2.5	F	H	H	118	120	163	163	141	141	191	197	133	133	133	133	238	238	244	247	282	288	168	168
Ech6	271	Riki-01	34	100	0	2008	08-juil-08	-68.6	48.7	3.4	F	H	H	118	126	163	163	141	141	191	197	133	133	127	133	241	241	247	247	291	291	168	168
Ech6	272	Riki-01	35	100	0	2008	08-juil-08	-68.6	48.7	2.6	F	F	F	118	118	163	163	138	141	191	197	133	133	124	127	238	241	247	247	291	291	170	170
Ech6	273	Riki-01	36	100	0	2008	08-juil-08	-68.6	48.7	2.6	F	F	F	120	120	163	163	138	141	191	197	133	133	130	139	238	238	247	247	288	291	168	170
Ech6	274	Riki-01	37	320	100	2008	2008-07-08	-68.6	48.7	2.7	F	H	H	120	122	163	163	135	141	191	191	133	133	133	142	238	238	247	247	288	291	168	168
Ech6	275	Riki-01	38	320	100	2008	2008-07-08	-68.6	48.7	2.8	F	F	F	120	126	160	163	141	141	191	194	133	133	133	133	238	238	247	247	288	291	170	170
Ech6	276	Riki-01	39	320	100	2008	2008-07-08	-68.6	48.7	2.9	F	G	H	114	114	154	154	135	135	191	191	133	133	133	133	238	238	244	247	285	291	170	170
Ech6	277	Riki-01	40	320	100	2008	2008-07-08	-68.6	48.7	2.4	F	F	F	118	126	163	163	138	141	191	191	133	133	124	133	238	238	247	247	288	291	168	170
Ech6	278	Riki-01	41	320	100	2008	2008-07-08	-68.6	48.7	2.8	G	G	G	114	114	154	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	170	170
Ech6	279	Riki-01	42	320	100	2008	2008-07-08	-68.6	48.7	2.5	F	F	F	120	120	163	163	141	141	191	194	133	133	124	127	238	238	247	247	282	294	168	170
Ech6	280	Riki-01	43	320	100	2008	2008-07-08	-68.6	48.7	3.1	G	G	G	114	114	154	154	135	135	191	191	133	133	133	133	238	238	247	247	288	288	170	170
Ech6	281	Riki-01	44	320	100	2008	2008-07-08	-68.6	48.7	2.8	F	F	F	118	120	163	163	138	141	185	191	133	133	133	133	238	238	244	247	282	291	170	170
Ech6	282	Riki-01	45	320	100	2008	2008-07-08	-68.6	48.7	2.5	F	F	F	124	124	163	163	141	141	191	191	133	133	127	127	238	238	247	247	285	297	170	170
Ech6	283	Riki-01	46	320	100	2008	2008-07-08	-68.6	48.7	2.9	G	H	H	114	114	154	154	138	138	191	191	133	133	133	133	238	238	247	247	0	0	170	170
Ech6	284	Riki-01	47	320	100	2008	2008-07-08	-68.6	48.7	2.4	F	F	F	118	126	163	163	138	141	191	191	133	139	124	133	238	244	247	247	288	288	170	170
Ech6	285	Riki-01	48	320	100	2008	2008-07-08	-68.6	48.7	2.6	F	F	F	118	118	163	163	141	141	191	194	133	133	124	136	238	238	247	247	288	288	170	170
Ech6	286	Riki-01	1	100	0	2008	2016-09-08	-68.6	48.7	2.2	F	F	F	118	118	163	163	141	141	191	191	133	133	124	124	238	238	247	247	291	297	170	170
Ech6	287	Riki-01	2	100	0	2008	2016-09-08	-68.6	48.7	2.2	F	H	H	118	118	163	163	138	141	191	191	133	133	124	133	238	238	247	247	288	288	168	168
Ech6	288	Riki-01	3	100	0	2008	2016-09-08	-68.6	48.7	2.4	F	F	F	118	120	163	163	141	141	191	191	136	136	124	127	241	241	247	247	288	291	170	170
Ech6	289	Riki-01	4	100	0	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	116	120	163	163	141	144	191	191	136	136	127	127	238	241	247	253	288	288	170	170
Ech6	290	Riki-01	5	100	0	2008	2016-09-08	-68.6	48.7	2.7	F	F	F	118	118	157	163	138	138	191	197	133	136	130	130	238	241	247	247	291	291	170	170
Ech6	291	Riki-01	6	100	0	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	118	118	163	163	141	141	191	194	133	133	124	133	238	238	247	247	288	288	170	170
Ech6	292	Riki-01	7	100	0	2008	2016-09-08	-68.6	48.7	2.8	F	F	F	120	120	163	163	141	141	191	191	133	136	124	133	238	241	247	247	285	291	170	170
Ech6	293	Riki-01	8	100	0	2008	2016-09-08	-68.6	48.7	3.3	G	H	H	114	118	163	163	135	135	191	191	133	133	124	133	238	238	247	247	288	288	170	170
Ech6	294	Riki-01	9	100	0	2008	2016-09-08	-68.6	48.7	3.2	G	G	G	114	118	163	163	0	0	191	191	133	133	133	133	238	238	244	247	291	300	168	168
Ech6	295	Riki-01	10	100	0	2008	2016-09-08	-68.6	48.7	2.8	F	F	F	0	0	163	163	138	141	191	191	133	133	124	127	238	238	247	247	288	288	168	168
Ech6	296	Riki-01	11	100	0	2008	2016-09-08	-68.6	48.7	2.3	F	F	F	118	120	163	163	138	141	191	191	136	136	124	133	241	241	247	247	288	294	170	170
Ech6	297	Riki-01	12	100	0	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	116	118	163	163	141	141	191	197	133	136	124	127	241	241	247	247	288	288	168	170
Ech6	298	Riki-01	13	100	0	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	118	118	163	163	141	141	191	191	133	133	127	133	238	238	247	247	300	300	168	170
Ech6	299	Riki-01	14	100	0	2008	2016-09-08	-68.6	48.7	2.6	F	H	H	118	118	163	163	141	141	191	197	133	133	124	133	238	244	247	247	288	294	168	170
Ech6	300	Riki-01	15	100	0	2008	2016-09-08	-68.6	48.7	2.5	F	F	F	118	120	163	163	141	147	191	191	133	136	133	133	241	241	247	247	288	288	170	170
Ech6	301	Riki-01	16	100	0	2008	2016-09-08	-68.6	48.7	3.1	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	285	168	170
Ech6	302	Riki-01	17	100	0	2008	2016-09-08	-68.6	48.7	3.3	F	H	H	114	118	163	163	135	141	191	197	133	133	133	133	238	238	247	247	285	294	168	170
Ech6	303	Riki-01	18	100	0	2008	2016-09-08	-68.6	48.7	3.2	G	H	H	114	118	163	163	135	135	191	191	133	133	133	133	238	241	247	247	282	291	170	170
Ech6	304	Riki-01	19	100	0	2008	2016-09-08	-68.6	48.7	2.8	F	H	H	118	118	163	163	138	138	191	191	133	133	133	133	238	238	247	247	288	288	170	170
Ech6	305	Riki-01	20	100	0	2008	2016-09-08	-68.6	48.7	2.3	F	H	H	118	120	163	163	135	138	188	191	133	133	127	133	238	241	247	247	288	288	168	168
Ech6	306	Riki-01	21	100	0	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	118	118	163	163	141	141	191	191	133	136	133	133	238	241	247	247	294	294	168	168
Ech6	307	Riki-01	22	100	0	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	120	122	163	163	141	147	191	194	133	133	133	133	238	238	247	247	291	291	168	170
Ech6	308	Riki-01	23	100	0	2008	2016-09-08	-68.6	48.7	2.8	F	F	F	118	120	163	163	141	141	191	191	136	136	124	133	238	241	247	247	285	285	168	170
Ech6	309	Riki-01	24	100	0	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	118	120	163	163	0	0	191	194	133	133	130	130	238	238	247	247	282	288	170	170
Ech6	310	Riki-01	25	100	0	2008	2016-09-08	-68.6	48.7	2.7	F	F	F	116	120	163	163	141	141	191	197	133	133	133	133	238	238	247	247	288	288	164	170
Ech6	311	Riki-01	26	100	0	2008	2016-09-08	-68.6	48.7	2.7	F	F	F	118	120	163	163	141	141	191	191	133	133	124	133	238	238	247	247	282	282	170	170
